,Vu,gaut,Intervals
148,0.121,0,11.205
149,0.121,0,11.205
150,0.121,0,11.205
151,0.121,0,11.205
152,0.121,0,11.205
153,0.121,0,11.205
154,0.121,0,11.205
155,0.121,0,11.205
156,0.121,0,11.205
157,0.121,0,11.206
158,0.121,0,11.205
159,0.121,0,11.205
160,0.122,0,11.33
161,0.122,0,11.33
162,0.122,0,11.33
163,0.122,0,11.329
164,0.122,0,11.33
165,0.122,0,11.33
166,0.122,0,11.329
167,0.122,0,11.33
168,0.122,0,11.33
169,0.122,0,11.33
170,0.122,0,11.329
171,0.122,0,11.33
172,0.122,0,11.33
173,0.122,0,11.329
174,0.122,0,11.33
175,0.122,0,11.33
176,0.122,0,11.33
177,0.122,0,11.329
178,0.122,0,11.33
179,0.122,0,11.33
180,0.122,0,11.329
181,0.122,0,11.33
182,0.122,0,11.33
183,0.122,0,11.33
184,0.122,0,11.329
185,0.122,0,11.33
186,0.122,0,11.33
187,0.122,0,11.329
188,0.122,0,11.33
189,0.122,0,11.33
190,0.122,0,11.33
191,0.122,0,11.329
192,0.122,0,11.33
193,0.122,0,11.33
194,0.122,0,11.33
195,0.122,0,11.329
196,0.122,0,11.33
197,0.122,0,11.33
198,0.122,0,11.329
199,0.122,0,11.33
200,0.122,0,11.33
201,0.122,0,11.33
202,0.122,0,11.329
203,0.122,0,11.33
204,0.122,0,11.33
205,0.122,0,11.329
206,0.122,0,11.33
207,0.122,0,11.33
208,0.122,0,11.33
209,0.122,0,11.329
210,0.122,0,11.33
211,0.122,0,11.33
212,0.122,0,11.329
213,0.122,0,11.33
214,0.122,0,11.33
215,0.122,0,11.33
216,0.122,0,11.329
217,0.122,0,11.33
218,0.122,0,11.33
219,0.122,0,11.329
220,0.122,0,11.33
221,0.122,0,11.33
222,0.122,0,11.33
223,0.122,0,11.329
224,0.122,0,11.33
225,0.122,0,11.33
226,0.122,0,11.33
227,0.122,0,11.329
228,0.122,0,11.33
229,0.122,0,11.33
230,0.122,0,11.329
231,0.122,0,11.33
232,0.122,0,11.33
233,0.122,0,11.33
234,0.122,0,11.329
235,0.122,0,11.33
236,0.122,0,11.33
237,0.122,0,11.329
238,0.123,0,11.458
239,0.123,0,11.457
240,0.123,0,11.457
241,0.123,0,11.457
242,0.123,0,11.457
243,0.123,0,11.457
244,0.123,0,11.457
245,0.123,0,11.457
246,0.123,0,11.457
247,0.123,0,11.457
248,0.123,0,11.457
249,0.123,0,11.457
250,0.123,0,11.457
251,0.123,0,11.457
252,0.123,0,11.457
253,0.123,0,11.457
254,0.123,0,11.457
255,0.123,0,11.457
256,0.123,0,11.457
257,0.123,0,11.457
258,0.123,0,11.457
259,0.123,0,11.457
260,0.123,0,11.457
261,0.123,0,11.457
262,0.123,0,11.457
263,0.123,0,11.457
264,0.123,0,11.457
265,0.123,0,11.457
266,0.123,0,11.457
267,0.123,0,11.457
268,0.123,0,11.457
269,0.123,0,11.457
270,0.123,0,11.457
271,0.123,0,11.457
272,0.123,0,11.457
273,0.123,0,11.457
274,0.123,0,11.457
275,0.123,0,11.457
276,0.123,0,11.457
277,0.123,0,11.458
278,0.123,0,11.457
279,0.123,0,11.457
280,0.123,0,11.457
281,0.123,0,11.457
282,0.123,0,11.457
283,0.123,0,11.457
284,0.123,0,11.457
285,0.123,0,11.457
286,0.123,0,11.457
287,0.123,0,11.457
288,0.123,0,11.457
289,0.123,0,11.457
290,0.123,0,11.457
291,0.123,0,11.457
292,0.123,0,11.457
293,0.123,0,11.457
294,0.123,0,11.457
295,0.123,0,11.457
296,0.123,0,11.457
297,0.123,0,11.457
298,0.123,0,11.457
299,0.123,0,11.457
300,0.123,0,11.457
301,0.123,0,11.457
302,0.123,0,11.457
303,0.123,0,11.457
304,0.123,0,11.457
305,0.123,0,11.457
306,0.123,0,11.457
307,0.123,0,11.457
308,0.123,0,11.457
309,0.123,0,11.457
310,0.123,0,11.457
311,0.123,0,11.457
312,0.123,0,11.457
313,0.123,0,11.457
314,0.123,0,11.457
315,0.124,0,11.587
316,0.124,0,11.587
317,0.124,0,11.587
318,0.124,0,11.587
319,0.124,0,11.587
320,0.124,0,11.587
321,0.124,0,11.587
322,0.124,0,11.588
323,0.124,0,11.587
324,0.124,0,11.587
325,0.124,0,11.587
326,0.124,0,11.587
327,0.124,0,11.587
328,0.124,0,11.587
329,0.124,0,11.587
330,0.124,0,11.587
331,0.124,0,11.587
332,0.124,0,11.588
333,0.124,0,11.587
334,0.124,0,11.587
335,0.124,0,11.587
336,0.124,0,11.587
337,0.124,0,11.587
338,0.124,0,11.587
339,0.124,0,11.587
340,0.124,0,11.587
341,0.124,0,11.588
342,0.124,0,11.587
343,0.124,0,11.587
344,0.124,0,11.587
345,0.124,0,11.587
346,0.124,0,11.587
347,0.124,0,11.587
348,0.124,0,11.587
349,0.124,0,11.587
350,0.124,0,11.587
351,0.124,0,11.588
352,0.124,0,11.587
353,0.124,0,11.587
354,0.124,0,11.587
355,0.124,0,11.587
356,0.124,0,11.587
357,0.124,0,11.587
358,0.124,0,11.587
359,0.124,0,11.587
360,0.124,0,11.588
361,0.124,0,11.587
362,0.124,0,11.587
363,0.124,0,11.587
364,0.124,0,11.587
365,0.124,0,11.587
366,0.124,0,11.587
367,0.124,0,11.587
368,0.124,0,11.587
369,0.124,0,11.587
370,0.124,0,11.588
371,0.124,0,11.587
372,0.124,0,11.587
373,0.124,0,11.587
374,0.124,0,11.587
375,0.124,0,11.587
376,0.124,0,11.587
377,0.124,0,11.587
378,0.124,0,11.587
379,0.124,0,11.588
380,0.124,0,11.587
381,0.124,0,11.587
382,0.124,0,11.587
383,0.124,0,11.587
384,0.124,0,11.587
385,0.124,0,11.587
386,0.124,0,11.587
387,0.124,0,11.587
388,0.124,0,11.587
389,0.124,0,11.588
390,0.124,0,11.587
391,0.124,0,11.557
392,0.125,0,11.72
393,0.125,0,11.72
394,0.125,0,11.72
395,0.125,0,11.72
396,0.125,0,11.72
397,0.125,0,11.72
398,0.125,0,11.72
399,0.125,0,11.72
400,0.125,0,11.721
401,0.125,0,11.72
402,0.125,0,11.72
403,0.125,0,11.72
404,0.125,0,11.72
405,0.125,0,11.72
406,0.125,0,11.72
407,0.125,0,11.72
408,0.125,0,11.72
409,0.125,0,11.72
410,0.125,0,11.72
411,0.125,0,11.72
412,0.125,0,11.72
413,0.125,0,11.72
414,0.125,0,11.72
415,0.125,0,11.72
416,0.125,0,11.72
417,0.125,0,11.72
418,0.125,0,11.72
419,0.125,0,11.72
420,0.125,0,11.721
421,0.125,0,11.72
422,0.125,0,11.72
423,0.125,0,11.72
424,0.125,0,11.72
425,0.125,0,11.72
426,0.125,0,11.72
427,0.125,0,11.72
428,0.125,0,11.72
429,0.125,0,11.72
430,0.125,0,11.72
431,0.125,0,11.72
432,0.125,0,11.72
433,0.125,0,11.72
434,0.125,0,11.72
435,0.125,0,11.72
436,0.125,0,11.72
437,0.125,0,11.72
438,0.125,0,11.72
439,0.125,0,11.72
440,0.125,0,11.721
441,0.125,0,11.72
442,0.125,0,11.72
443,0.125,0,11.72
444,0.125,0,11.72
445,0.125,0,11.72
446,0.125,0,11.72
447,0.125,0,11.72
448,0.125,0,11.72
449,0.125,0,11.72
450,0.125,0,11.72
451,0.125,0,11.72
452,0.125,0,11.72
453,0.125,0,11.72
454,0.125,0,11.72
455,0.125,0,11.72
456,0.125,0,11.72
457,0.125,0,11.72
458,0.125,0,11.72
459,0.125,0,11.72
460,0.125,0,11.721
461,0.125,0,11.72
462,0.125,0,11.72
463,0.125,0,11.72
464,0.125,0,11.72
465,0.125,0,11.72
466,0.125,0,11.72
467,0.125,0,11.72
468,0.126,0,11.856
469,0.126,0,11.856
470,0.126,0,11.856
471,0.126,0,11.856
472,0.126,0,11.856
473,0.126,0,11.855
474,0.126,0,11.856
475,0.126,0,11.856
476,0.126,0,11.856
477,0.126,0,11.856
478,0.126,0,11.856
479,0.126,0,11.856
480,0.126,0,11.856
481,0.126,0,11.856
482,0.126,0,11.856
483,0.126,0,11.856
484,0.126,0,11.856
485,0.126,0,11.856
486,0.126,0,11.856
487,0.126,0,11.856
488,0.126,0,11.856
489,0.126,0,11.856
490,0.126,0,11.856
491,0.126,0,11.856
492,0.126,0,11.856
493,0.126,0,11.856
494,0.126,0,11.856
495,0.126,0,11.856
496,0.126,0,11.856
497,0.126,0,11.856
498,0.126,0,11.855
499,0.126,0,11.856
500,0.126,0,11.856
501,0.126,0,11.856
502,0.126,0,11.856
503,0.126,0,11.856
504,0.126,0,11.856
505,0.126,0,11.856
506,0.126,0,11.856
507,0.126,0,11.856
508,0.126,0,11.856
509,0.126,0,11.856
510,0.126,0,11.856
511,0.126,0,11.856
512,0.126,0,11.856
513,0.126,0,11.856
514,0.126,0,11.856
515,0.126,0,11.856
516,0.126,0,11.856
517,0.126,0,11.856
518,0.126,0,11.856
519,0.126,0,11.856
520,0.126,0,11.856
521,0.126,0,11.856
522,0.126,0,11.855
523,0.126,0,11.856
524,0.126,0,11.856
525,0.126,0,11.856
526,0.126,0,11.856
527,0.126,0,11.856
528,0.126,0,11.856
529,0.126,0,11.856
530,0.126,0,11.856
531,0.126,0,11.856
532,0.126,0,11.856
533,0.126,0,11.856
534,0.126,0,11.856
535,0.126,0,11.856
536,0.126,0,11.856
537,0.126,0,11.856
538,0.126,0,11.856
539,0.126,0,11.856
540,0.126,0,11.856
541,0.126,0,11.856
542,0.126,0,11.856
543,0.127,0,11.995
544,0.127,0,11.995
545,0.127,0,11.995
546,0.127,0,11.994
547,0.127,0,11.995
548,0.127,0,11.995
549,0.127,0,11.995
550,0.127,0,11.995
551,0.127,0,11.995
552,0.127,0,11.995
553,0.127,0,11.995
554,0.127,0,11.995
555,0.127,0,11.995
556,0.127,0,11.995
557,0.127,0,11.995
558,0.127,0,11.995
559,0.127,0,11.995
560,0.127,0,11.995
561,0.127,0,11.995
562,0.127,0,11.994
563,0.127,0,11.995
564,0.127,0,11.995
565,0.127,0,11.995
566,0.127,0,11.995
567,0.127,0,11.995
568,0.127,0,11.995
569,0.127,0,11.995
570,0.127,0,11.995
571,0.127,0,11.995
572,0.127,0,11.995
573,0.127,0,11.995
574,0.127,0,11.995
575,0.127,0,11.995
576,0.127,0,11.995
577,0.127,0,11.994
578,0.127,0,11.995
579,0.127,0,11.995
580,0.127,0,11.995
581,0.127,0,11.995
582,0.127,0,11.995
583,0.127,0,11.995
584,0.127,0,11.995
585,0.127,0,11.995
586,0.127,0,11.995
587,0.127,0,11.995
588,0.127,0,11.995
589,0.127,0,11.995
590,0.127,0,11.995
591,0.127,0,11.995
592,0.127,0,11.994
593,0.127,0,11.995
594,0.127,0,11.995
595,0.127,0,11.995
596,0.127,0,11.995
597,0.127,0,11.995
598,0.127,0,11.995
599,0.127,0,11.995
600,0.127,0,11.995
601,0.127,0,11.995
602,0.127,0,11.995
603,0.127,0,11.995
604,0.127,0,11.995
605,0.127,0,11.995
606,0.127,0,11.995
607,0.127,0,11.995
608,0.127,0,11.994
609,0.127,0,11.995
610,0.127,0,11.995
611,0.127,0,11.995
612,0.127,0,11.995
613,0.127,0,11.995
614,0.127,0,11.995
615,0.127,0,11.995
616,0.127,0,11.995
617,0.128,0,12.137
618,0.128,0,12.137
619,0.128,0,12.138
620,0.128,0,12.137
621,0.128,0,12.137
622,0.128,0,12.137
623,0.128,0,12.137
624,0.128,0,12.137
625,0.128,0,12.137
626,0.128,0,12.137
627,0.128,0,12.137
628,0.128,0,12.137
629,0.128,0,12.137
630,0.128,0,12.137
631,0.128,0,12.138
632,0.128,0,12.137
633,0.128,0,12.137
634,0.128,0,12.137
635,0.128,0,12.137
636,0.128,0,12.137
637,0.128,0,12.137
638,0.128,0,12.137
639,0.128,0,12.137
640,0.128,0,12.137
641,0.128,0,12.137
642,0.128,0,12.137
643,0.128,0,12.138
644,0.128,0,12.137
645,0.128,0,12.137
646,0.128,0,12.137
647,0.128,0,12.137
648,0.128,0,12.137
649,0.128,0,12.137
650,0.128,0,12.137
651,0.128,0,12.137
652,0.128,0,12.137
653,0.128,0,12.137
654,0.128,0,12.137
655,0.128,0,12.138
656,0.128,0,12.137
657,0.128,0,12.137
658,0.128,0,12.137
659,0.128,0,12.137
660,0.128,0,12.137
661,0.128,0,12.137
662,0.128,0,12.137
663,0.128,0,12.137
664,0.128,0,12.137
665,0.128,0,12.137
666,0.128,0,12.137
667,0.128,0,12.138
668,0.128,0,12.137
669,0.128,0,12.137
670,0.128,0,12.137
671,0.128,0,12.137
672,0.128,0,12.137
673,0.128,0,12.137
674,0.128,0,12.137
675,0.128,0,12.137
676,0.128,0,12.137
677,0.128,0,12.137
678,0.128,0,12.138
679,0.128,0,12.137
680,0.128,0,12.137
681,0.128,0,12.137
682,0.128,0,12.137
683,0.128,0,12.137
684,0.128,0,12.137
685,0.128,0,12.137
686,0.128,0,12.137
687,0.128,0,12.137
688,0.128,0,12.137
689,0.128,0,12.137
690,0.129,0,12.283
691,0.129,0,12.283
692,0.129,0,12.282
693,0.129,0,12.283
694,0.129,0,12.282
695,0.129,0,12.283
696,0.129,0,12.282
697,0.129,0,12.283
698,0.129,0,12.282
699,0.129,0,12.283
700,0.129,0,12.282
701,0.129,0,12.283
702,0.129,0,12.282
703,0.129,0,12.283
704,0.129,0,12.282
705,0.129,0,12.283
706,0.129,0,12.282
707,0.129,0,12.283
708,0.129,0,12.282
709,0.129,0,12.283
710,0.129,0,12.282
711,0.129,0,12.283
712,0.129,0,12.282
713,0.129,0,12.283
714,0.129,0,12.282
715,0.129,0,12.283
716,0.129,0,12.283
717,0.129,0,12.282
718,0.129,0,12.283
719,0.129,0,12.282
720,0.129,0,12.283
721,0.129,0,12.282
722,0.129,0,12.283
723,0.129,0,12.282
724,0.129,0,12.283
725,0.129,0,12.282
726,0.129,0,12.283
727,0.129,0,12.282
728,0.129,0,12.283
729,0.129,0,12.282
730,0.129,0,12.283
731,0.129,0,12.282
732,0.129,0,12.283
733,0.129,0,12.282
734,0.129,0,12.283
735,0.129,0,12.282
736,0.129,0,12.283
737,0.129,0,12.282
738,0.129,0,12.283
739,0.129,0,12.282
740,0.129,0,12.283
741,0.129,0,12.283
742,0.129,0,12.282
743,0.129,0,12.283
744,0.129,0,12.282
745,0.129,0,12.283
746,0.129,0,12.282
747,0.129,0,12.283
748,0.129,0,12.282
749,0.129,0,12.283
750,0.129,0,12.282
751,0.129,0,12.283
752,0.129,0,12.282
753,0.129,0,12.283
754,0.129,0,12.282
755,0.129,0,12.283
756,0.129,0,12.282
757,0.129,0,12.283
758,0.129,0,12.282
759,0.129,0,12.283
760,0.129,0,12.282
761,0.129,0,12.283
762,0.13,0,12.431
763,0.13,0,12.431
764,0.13,0,12.432
765,0.13,0,12.431
766,0.13,0,12.431
767,0.13,0,12.432
768,0.13,0,12.431
769,0.13,0,12.431
770,0.13,0,12.432
771,0.13,0,12.431
772,0.13,0,12.432
773,0.13,0,12.431
774,0.13,0,12.431
775,0.13,0,12.432
776,0.13,0,12.431
777,0.13,0,12.431
778,0.13,0,12.432
779,0.13,0,12.431
780,0.13,0,12.431
781,0.13,0,12.432
782,0.13,0,12.431
783,0.13,0,12.431
784,0.13,0,12.432
785,0.13,0,12.431
786,0.13,0,12.432
787,0.13,0,12.431
788,0.13,0,12.431
789,0.13,0,12.432
790,0.13,0,12.431
791,0.13,0,12.431
792,0.13,0,12.432
793,0.13,0,12.431
794,0.13,0,12.431
795,0.13,0,12.432
796,0.13,0,12.431
797,0.13,0,12.432
798,0.13,0,12.431
799,0.13,0,12.431
800,0.13,0,12.432
801,0.13,0,12.431
802,0.13,0,12.431
803,0.13,0,12.432
804,0.13,0,12.431
805,0.13,0,12.431
806,0.13,0,12.432
807,0.13,0,12.431
808,0.13,0,12.431
809,0.13,0,12.432
810,0.13,0,12.431
811,0.13,0,12.432
812,0.13,0,12.431
813,0.13,0,12.431
814,0.13,0,12.432
815,0.13,0,12.431
816,0.13,0,12.431
817,0.13,0,12.432
818,0.13,0,12.431
819,0.13,0,12.431
820,0.13,0,12.432
821,0.13,0,12.431
822,0.13,0,12.431
823,0.13,0,12.432
824,0.13,0,12.431
825,0.13,0,12.432
826,0.13,0,12.431
827,0.13,0,12.431
828,0.13,0,12.432
829,0.13,0,12.431
830,0.13,0,12.431
831,0.13,0,12.432
832,0.13,0,12.431
833,0.131,0,12.584
834,0.131,0,12.584
835,0.131,0,12.583
836,0.131,0,12.584
837,0.131,0,12.584
838,0.131,0,12.583
839,0.131,0,12.584
840,0.131,0,12.584
841,0.131,0,12.584
842,0.131,0,12.583
843,0.131,0,12.584
844,0.131,0,12.584
845,0.131,0,12.584
846,0.131,0,12.583
847,0.131,0,12.584
848,0.131,0,12.584
849,0.131,0,12.583
850,0.131,0,12.584
851,0.131,0,12.584
852,0.131,0,12.584
853,0.131,0,12.583
854,0.131,0,12.584
855,0.131,0,12.584
856,0.131,0,12.583
857,0.131,0,12.584
858,0.131,0,12.584
859,0.131,0,12.584
860,0.131,0,12.583
861,0.131,0,12.584
862,0.131,0,12.584
863,0.131,0,12.584
864,0.131,0,12.583
865,0.131,0,12.584
866,0.131,0,12.584
867,0.131,0,12.583
868,0.131,0,12.584
869,0.131,0,12.584
870,0.131,0,12.584
871,0.131,0,12.583
872,0.131,0,12.584
873,0.131,0,12.584
874,0.131,0,12.584
875,0.131,0,12.583
876,0.131,0,12.584
877,0.131,0,12.584
878,0.131,0,12.583
879,0.131,0,12.584
880,0.131,0,12.584
881,0.131,0,12.584
882,0.131,0,12.583
883,0.131,0,12.584
884,0.131,0,12.584
885,0.131,0,12.584
886,0.131,0,12.583
887,0.131,0,12.584
888,0.131,0,12.584
889,0.131,0,12.583
890,0.131,0,12.584
891,0.131,0,12.584
892,0.131,0,12.584
893,0.131,0,12.583
894,0.131,0,12.584
895,0.131,0,12.584
896,0.131,0,12.584
897,0.131,0,12.583
898,0.131,0,12.584
899,0.131,0,12.584
900,0.131,0,12.583
901,0.131,0,12.584
902,0.131,0,12.584
903,0.131,0,12.584
904,0.132,0,12.739
905,0.132,0,12.74
906,0.132,0,12.74
907,0.132,0,12.74
908,0.132,0,12.739
909,0.132,0,12.74
910,0.132,0,12.74
911,0.132,0,12.74
912,0.132,0,12.739
913,0.132,0,12.74
914,0.132,0,12.74
915,0.132,0,12.74
916,0.132,0,12.739
917,0.132,0,12.74
918,0.132,0,12.74
919,0.132,0,12.74
920,0.132,0,12.739
921,0.132,0,12.74
922,0.132,0,12.74
923,0.132,0,12.74
924,0.132,0,12.739
925,0.132,0,12.74
926,0.132,0,12.74
927,0.132,0,12.74
928,0.132,0,12.739
929,0.132,0,12.74
930,0.132,0,12.74
931,0.132,0,12.74
932,0.132,0,12.739
933,0.132,0,12.74
934,0.132,0,12.74
935,0.132,0,12.74
936,0.132,0,12.739
937,0.132,0,12.74
938,0.132,0,12.74
939,0.132,0,12.74
940,0.132,0,12.739
941,0.132,0,12.74
942,0.132,0,12.74
943,0.132,0,12.74
944,0.132,0,12.739
945,0.132,0,12.74
946,0.132,0,12.74
947,0.132,0,12.74
948,0.132,0,12.739
949,0.132,0,12.74
950,0.132,0,12.74
951,0.132,0,12.74
952,0.132,0,12.739
953,0.132,0,12.74
954,0.132,0,12.74
955,0.132,0,12.74
956,0.132,0,12.739
957,0.132,0,12.74
958,0.132,0,12.74
959,0.132,0,12.74
960,0.132,0,12.739
961,0.132,0,12.74
962,0.132,0,12.74
963,0.132,0,12.74
964,0.132,0,12.739
965,0.132,0,12.74
966,0.132,0,12.74
967,0.132,0,12.74
968,0.132,0,12.739
969,0.132,0,12.74
970,0.132,0,12.74
971,0.132,0,12.74
972,0.132,0,12.739
973,0.132,0,12.74
974,0.133,0,12.9
975,0.133,0,12.899
976,0.133,0,12.9
977,0.133,0,12.899
978,0.133,0,12.9
979,0.133,0,12.899
980,0.133,0,12.9
981,0.133,0,12.9
982,0.133,0,12.899
983,0.133,0,12.9
984,0.133,0,12.899
985,0.133,0,12.9
986,0.133,0,12.899
987,0.133,0,12.9
988,0.133,0,12.9
989,0.133,0,12.899
990,0.133,0,12.9
991,0.133,0,12.899
992,0.133,0,12.9
993,0.133,0,12.899
994,0.133,0,12.9
995,0.133,0,12.9
996,0.133,0,12.899
997,0.133,0,12.9
998,0.133,0,12.899
999,0.133,0,12.9
1000,0.133,0,12.899
1001,0.133,0,12.9
1002,0.133,0,12.9
1003,0.133,0,12.899
1004,0.133,0,12.9
1005,0.133,0,12.899
1006,0.133,0,12.9
1007,0.133,0,12.899
1008,0.133,0,12.9
1009,0.133,0,12.9
1010,0.133,0,12.899
1011,0.133,0,12.9
1012,0.133,0,12.899
1013,0.133,0,12.9
1014,0.133,0,12.899
1015,0.133,0,12.9
1016,0.133,0,12.899
1017,0.133,0,12.9
1018,0.133,0,12.9
1019,0.133,0,12.899
1020,0.133,0,12.9
1021,0.133,0,12.899
1022,0.133,0,12.9
1023,0.133,0,12.899
1024,0.133,0,12.9
1025,0.133,0,12.9
1026,0.133,0,12.899
1027,0.133,0,12.9
1028,0.133,0,12.899
1029,0.133,0,12.9
1030,0.133,0,12.899
1031,0.133,0,12.9
1032,0.133,0,12.9
1033,0.133,0,12.899
1034,0.133,0,12.9
1035,0.133,0,12.899
1036,0.133,0,12.9
1037,0.133,0,12.899
1038,0.133,0,12.9
1039,0.133,0,12.9
1040,0.133,0,12.899
1041,0.133,0,12.9
1042,0.133,0,12.899
1043,0.134,0,13.064
1044,0.134,0,13.063
1045,0.134,0,13.063
1046,0.134,0,13.064
1047,0.134,0,13.063
1048,0.134,0,13.063
1049,0.134,0,13.064
1050,0.134,0,13.063
1051,0.134,0,13.063
1052,0.134,0,13.064
1053,0.134,0,13.063
1054,0.134,0,13.063
1055,0.134,0,13.064
1056,0.134,0,13.063
1057,0.134,0,13.063
1058,0.134,0,13.064
1059,0.134,0,13.063
1060,0.134,0,13.063
1061,0.134,0,13.064
1062,0.134,0,13.063
1063,0.134,0,13.063
1064,0.134,0,13.064
1065,0.134,0,13.063
1066,0.134,0,13.063
1067,0.134,0,13.064
1068,0.134,0,13.063
1069,0.134,0,13.063
1070,0.134,0,13.064
1071,0.134,0,13.063
1072,0.134,0,13.063
1073,0.134,0,13.064
1074,0.134,0,13.063
1075,0.134,0,13.063
1076,0.134,0,13.063
1077,0.134,0,13.064
1078,0.134,0,13.063
1079,0.134,0,13.063
1080,0.134,0,13.064
1081,0.134,0,13.063
1082,0.134,0,13.063
1083,0.134,0,13.064
1084,0.134,0,13.063
1085,0.134,0,13.063
1086,0.134,0,13.064
1087,0.134,0,13.063
1088,0.134,0,13.063
1089,0.134,0,13.064
1090,0.134,0,13.063
1091,0.134,0,13.063
1092,0.134,0,13.064
1093,0.134,0,13.063
1094,0.134,0,13.063
1095,0.134,0,13.064
1096,0.134,0,13.063
1097,0.134,0,13.063
1098,0.134,0,13.064
1099,0.134,0,13.063
1100,0.134,0,13.063
1101,0.134,0,13.064
1102,0.134,0,13.063
1103,0.134,0,13.063
1104,0.134,0,13.064
1105,0.134,0,13.063
1106,0.134,0,13.063
1107,0.134,0,13.064
1108,0.134,0,13.063
1109,0.134,0,13.063
1110,0.134,0,13.064
1111,0.135,0,13.231
1112,0.135,0,13.231
1113,0.135,0,13.232
1114,0.135,0,13.231
1115,0.135,0,13.231
1116,0.135,0,13.231
1117,0.135,0,13.231
1118,0.135,0,13.231
1119,0.135,0,13.232
1120,0.135,0,13.231
1121,0.135,0,13.231
1122,0.135,0,13.231
1123,0.135,0,13.231
1124,0.135,0,13.231
1125,0.135,0,13.232
1126,0.135,0,13.231
1127,0.135,0,13.231
1128,0.135,0,13.231
1129,0.135,0,13.231
1130,0.135,0,13.231
1131,0.135,0,13.232
1132,0.135,0,13.231
1133,0.135,0,13.231
1134,0.135,0,13.231
1135,0.135,0,13.231
1136,0.135,0,13.231
1137,0.135,0,13.232
1138,0.135,0,13.231
1139,0.135,0,13.231
1140,0.135,0,13.231
1141,0.135,0,13.231
1142,0.135,0,13.231
1143,0.135,0,13.232
1144,0.135,0,13.231
1145,0.135,0,13.231
1146,0.135,0,13.231
1147,0.135,0,13.231
1148,0.135,0,13.231
1149,0.135,0,13.232
1150,0.135,0,13.231
1151,0.135,0,13.231
