,Vu,gaut,Intervals
391,0.2,1.741,25.611
392,0.2,1.741,30.295
393,0.2,1.741,22.876
394,0.2,1.742,25.029
395,0.2,1.742,31.709
396,0.2,1.742,21.547
397,0.2,1.742,38.573
398,0.2,1.742,17.481
399,0.2,1.742,25.185
400,0.2,1.742,31.313
401,0.2,1.742,21.894
402,0.2,1.742,38.714
403,0.2,1.742,17.423
404,0.2,1.742,25.004
405,0.2,1.742,31.775
406,0.2,1.742,21.49
407,0.2,1.742,38.517
408,0.2,1.742,17.505
409,0.2,1.742,25.257
410,0.2,1.742,31.133
411,0.2,1.742,22.058
412,0.2,1.742,38.664
413,0.2,1.742,17.443
414,0.2,1.742,25.067
415,0.2,1.742,31.613
416,0.2,1.742,21.63
417,0.2,1.742,38.637
418,0.2,1.742,17.454
419,0.2,1.742,25.102
420,0.2,1.742,31.524
421,0.2,1.742,21.706
422,0.2,1.742,38.68
423,0.2,1.742,17.437
424,0.2,1.742,25.047
425,0.2,1.742,31.663
426,0.2,1.742,21.587
427,0.2,1.743,25.146
428,0.2,1.743,31.391
429,0.2,1.743,21.828
430,0.2,1.743,38.599
431,0.2,1.743,17.474
432,0.2,1.743,25.146
433,0.2,1.743,31.39
434,0.2,1.743,21.829
435,0.2,1.743,38.599
436,0.2,1.743,17.474
437,0.2,1.743,25.146
438,0.2,1.743,31.39
439,0.2,1.743,21.828
440,0.2,1.743,38.6
441,0.2,1.743,17.474
442,0.2,1.743,25.146
443,0.2,1.743,31.39
444,0.2,1.743,21.828
445,0.2,1.743,38.6
446,0.2,1.743,17.474
447,0.2,1.743,25.145
448,0.2,1.743,31.391
449,0.2,1.743,21.828
450,0.2,1.743,38.6
451,0.2,1.743,17.474
452,0.2,1.743,25.145
453,0.2,1.743,31.391
454,0.2,1.743,21.828
455,0.2,1.743,38.599
456,0.2,1.743,17.474
457,0.2,1.743,25.146
458,0.2,1.743,31.391
459,0.2,1.743,21.828
460,0.2,1.744,18.065
461,0.2,1.744,27.036
462,0.2,1.744,27.335
463,0.2,1.744,26.815
464,0.2,1.744,27.74
465,0.2,1.744,26.153
466,0.2,1.744,29.05
467,0.2,1.744,24.309
468,0.2,1.744,33.574
469,0.2,1.744,20.137
470,0.2,1.744,34.789
471,0.2,1.744,19.367
472,0.2,1.744,31.834
473,0.2,1.744,21.449
474,0.2,1.744,38.243
475,0.2,1.744,17.628
476,0.2,1.744,25.611
477,0.2,1.744,30.248
478,0.2,1.744,22.934
479,0.2,1.744,37.189
480,0.2,1.744,18.101
481,0.2,1.744,27.162
482,0.2,1.744,27.114
483,0.2,1.744,27.197
484,0.2,1.744,27.051
485,0.2,1.744,27.31
486,0.2,1.744,26.858
487,0.2,1.744,27.659
488,0.2,1.744,26.282
489,0.2,1.744,28.783
490,0.2,1.744,24.653
491,0.2,1.744,32.642
492,0.2,1.744,20.805
493,0.2,1.745,26.102
494,0.2,1.745,29.147
495,0.2,1.745,24.19
496,0.2,1.745,33.861
497,0.2,1.745,19.95
498,0.2,1.745,34.019
499,0.2,1.745,19.847
500,0.2,1.745,33.632
501,0.2,1.745,20.102
502,0.2,1.745,34.585
503,0.2,1.745,19.494
504,0.2,1.745,32.271
505,0.2,1.745,21.096
506,0.2,1.745,37.561
507,0.2,1.745,17.933
508,0.2,1.745,26.578
509,0.2,1.745,28.184
510,0.2,1.745,25.481
511,0.2,1.745,30.537
512,0.2,1.745,22.641
513,0.2,1.745,37.678
514,0.2,1.745,17.88
515,0.2,1.745,26.403
516,0.2,1.745,28.53
517,0.2,1.745,24.993
518,0.2,1.745,31.73
519,0.2,1.745,21.54
520,0.2,1.745,38.228
521,0.2,1.745,17.639
522,0.2,1.745,25.626
523,0.2,1.745,30.198
524,0.2,1.745,22.989
525,0.2,1.746,20.073
526,0.2,1.746,34.403
527,0.2,1.746,19.609
528,0.2,1.746,32.661
529,0.2,1.746,20.799
530,0.2,1.746,36.75
531,0.2,1.746,18.319
532,0.2,1.746,27.863
533,0.2,1.746,25.961
534,0.2,1.746,29.438
535,0.2,1.746,23.84
536,0.2,1.746,34.771
537,0.2,1.746,19.386
538,0.2,1.746,31.804
539,0.2,1.746,21.482
540,0.2,1.746,38.061
541,0.2,1.746,17.715
542,0.2,1.746,25.848
543,0.2,1.746,29.685
544,0.2,1.746,23.553
545,0.2,1.746,35.535
546,0.2,1.746,18.949
547,0.2,1.746,30.145
548,0.2,1.746,23.049
549,0.2,1.746,36.777
550,0.2,1.746,18.307
551,0.2,1.746,27.816
552,0.2,1.746,26.032
553,0.2,1.746,29.287
554,0.2,1.746,24.02
555,0.2,1.746,34.281
556,0.2,1.746,19.685
557,0.2,1.747,18.912
558,0.2,1.747,29.967
559,0.2,1.747,23.243
560,0.2,1.747,36.253
561,0.2,1.747,18.572
562,0.2,1.747,28.728
563,0.2,1.747,24.729
564,0.2,1.747,32.354
565,0.2,1.747,21.039
566,0.2,1.747,37.237
567,0.2,1.747,18.091
568,0.2,1.747,27.056
569,0.2,1.747,27.287
570,0.2,1.747,26.889
571,0.2,1.747,27.587
572,0.2,1.747,26.392
573,0.2,1.747,28.535
574,0.2,1.747,24.988
575,0.2,1.747,31.696
576,0.2,1.747,21.577
577,0.2,1.747,38.043
578,0.2,1.747,17.727
579,0.2,1.747,25.866
580,0.2,1.747,29.632
581,0.2,1.747,23.617
582,0.2,1.747,35.31
583,0.2,1.747,19.079
584,0.2,1.747,30.59
585,0.2,1.747,22.595
586,0.2,1.747,37.575
587,0.2,1.747,17.935
588,0.2,1.747,26.538
589,0.2,1.747,28.246
590,0.2,1.748,29.561
591,0.2,1.748,23.7
592,0.2,1.748,35.039
593,0.2,1.748,19.237
594,0.2,1.748,31.145
595,0.2,1.748,22.069
596,0.2,1.748,38.025
597,0.2,1.748,17.738
598,0.2,1.748,25.887
599,0.2,1.748,29.576
600,0.2,1.748,23.683
601,0.2,1.748,35.083
602,0.2,1.748,19.212
603,0.2,1.748,31.049
604,0.2,1.748,22.157
605,0.2,1.748,37.976
606,0.2,1.748,17.76
607,0.2,1.748,25.954
608,0.2,1.748,29.431
609,0.2,1.748,23.853
610,0.2,1.748,34.637
611,0.2,1.748,19.474
612,0.2,1.748,32.041
613,0.2,1.748,21.294
614,0.2,1.748,37.605
615,0.2,1.748,17.925
616,0.2,1.748,26.487
617,0.2,1.748,28.34
618,0.2,1.748,25.259
619,0.2,1.748,31.009
620,0.2,1.748,22.195
621,0.2,1.748,37.95
622,0.2,1.748,17.771
623,0.2,1.749,19.888
624,0.2,1.749,33.523
625,0.2,1.749,20.193
626,0.2,1.749,34.609
627,0.2,1.749,19.496
628,0.2,1.749,32.068
629,0.2,1.749,21.275
630,0.2,1.749,37.476
631,0.2,1.749,17.988
632,0.2,1.749,26.672
633,0.2,1.749,27.979
634,0.2,1.749,25.783
635,0.2,1.749,29.788
636,0.2,1.749,23.445
637,0.2,1.749,35.633
638,0.2,1.749,18.908
639,0.2,1.749,29.88
640,0.2,1.749,23.344
641,0.2,1.749,35.88
642,0.2,1.749,18.776
643,0.2,1.749,29.392
644,0.2,1.749,23.9
645,0.2,1.749,34.467
646,0.2,1.749,19.582
647,0.2,1.749,32.394
648,0.2,1.749,21.016
649,0.2,1.749,36.99
650,0.2,1.749,18.216
651,0.2,1.749,27.43
652,0.2,1.749,26.644
653,0.2,1.749,28.031
654,0.2,1.749,25.705
655,0.2,1.75,20.026
656,0.2,1.75,33.955
657,0.2,1.75,19.91
658,0.2,1.75,33.541
659,0.2,1.75,20.185
660,0.2,1.75,34.509
661,0.2,1.75,19.561
662,0.2,1.75,32.258
663,0.2,1.75,21.127
664,0.2,1.75,37.119
665,0.2,1.75,18.159
666,0.2,1.75,27.212
667,0.2,1.75,27.005
668,0.2,1.75,27.365
669,0.2,1.75,26.749
670,0.2,1.75,27.829
671,0.2,1.75,26.009
672,0.2,1.75,29.29
673,0.2,1.75,24.025
674,0.2,1.75,34.095
675,0.2,1.75,19.819
676,0.2,1.75,33.215
677,0.2,1.75,20.411
678,0.2,1.75,35.257
679,0.2,1.75,19.121
680,0.2,1.75,30.624
681,0.2,1.75,22.572
682,0.2,1.75,37.347
683,0.2,1.75,18.052
684,0.2,1.75,26.857
685,0.2,1.75,27.63
686,0.2,1.75,26.319
687,0.2,1.751,31.168
688,0.2,1.751,22.059
689,0.2,1.751,37.735
690,0.2,1.751,17.879
691,0.2,1.751,26.274
692,0.2,1.751,28.736
693,0.2,1.751,24.723
694,0.2,1.751,32.258
695,0.2,1.751,21.131
696,0.2,1.751,37.031
697,0.2,1.751,18.204
698,0.2,1.751,27.343
699,0.2,1.751,26.783
700,0.2,1.751,27.761
701,0.2,1.751,26.112
702,0.2,1.751,29.066
703,0.2,1.751,24.301
704,0.2,1.751,33.337
705,0.2,1.751,20.329
706,0.2,1.751,34.92
707,0.2,1.751,19.32
708,0.2,1.751,31.314
709,0.2,1.751,21.926
710,0.2,1.751,37.764
711,0.2,1.751,17.866
712,0.2,1.751,26.234
713,0.2,1.751,28.818
714,0.2,1.751,24.616
715,0.2,1.751,32.529
716,0.2,1.751,20.919
717,0.2,1.751,36.587
718,0.2,1.751,18.421
719,0.2,1.752,26.372
720,0.2,1.752,28.535
721,0.2,1.752,24.992
722,0.2,1.752,31.569
723,0.2,1.752,21.706
724,0.2,1.752,37.619
725,0.2,1.752,17.935
726,0.2,1.752,26.435
727,0.2,1.752,28.411
728,0.2,1.752,25.162
729,0.2,1.752,31.161
730,0.2,1.752,22.069
731,0.2,1.752,37.637
732,0.2,1.752,17.927
733,0.2,1.752,26.409
734,0.2,1.752,28.461
735,0.2,1.752,25.093
736,0.2,1.752,31.325
737,0.2,1.752,21.921
738,0.2,1.752,37.667
739,0.2,1.752,17.914
740,0.2,1.752,26.364
741,0.2,1.752,28.549
742,0.2,1.752,24.974
743,0.2,1.752,31.612
744,0.2,1.752,21.669
745,0.2,1.752,37.598
746,0.2,1.752,17.945
747,0.2,1.752,26.464
748,0.2,1.752,28.354
749,0.2,1.752,25.242
750,0.2,1.752,30.972
751,0.2,1.752,22.244
752,0.2,1.753,28.98
753,0.2,1.753,24.412
754,0.2,1.753,32.982
755,0.2,1.753,20.591
756,0.2,1.753,35.559
757,0.2,1.753,18.965
758,0.2,1.753,29.939
759,0.2,1.753,23.291
760,0.2,1.753,35.754
761,0.2,1.753,18.86
762,0.2,1.753,29.557
763,0.2,1.753,23.717
764,0.2,1.753,34.74
765,0.2,1.753,19.434
766,0.2,1.753,31.641
767,0.2,1.753,21.648
768,0.2,1.753,37.49
769,0.2,1.753,17.998
770,0.2,1.753,26.617
771,0.2,1.753,28.057
772,0.2,1.753,25.666
773,0.2,1.753,29.992
774,0.2,1.753,23.232
775,0.2,1.753,35.884
776,0.2,1.753,18.791
777,0.2,1.753,29.311
778,0.2,1.753,24.005
779,0.2,1.753,34.017
780,0.2,1.753,19.883
781,0.2,1.753,33.26
782,0.2,1.753,20.392
783,0.2,1.753,34.965
784,0.2,1.753,19.301
785,0.2,1.754,23.616
786,0.2,1.754,34.938
787,0.2,1.754,19.322
788,0.2,1.754,31.184
789,0.2,1.754,22.055
790,0.2,1.754,37.457
791,0.2,1.754,18.017
792,0.2,1.754,26.658
793,0.2,1.754,27.974
794,0.2,1.754,25.788
795,0.2,1.754,29.713
796,0.2,1.754,23.543
797,0.2,1.754,35.113
798,0.2,1.754,19.22
799,0.2,1.754,30.818
800,0.2,1.754,22.397
801,0.2,1.754,37.223
802,0.2,1.754,18.126
803,0.2,1.754,27.011
804,0.2,1.754,27.337
805,0.2,1.754,26.785
806,0.2,1.754,27.742
807,0.2,1.754,26.138
808,0.2,1.754,28.983
809,0.2,1.754,24.41
810,0.2,1.754,32.957
811,0.2,1.754,20.612
812,0.2,1.754,35.541
813,0.2,1.754,18.98
814,0.2,1.754,29.952
815,0.2,1.754,23.279
816,0.2,1.754,35.72
817,0.2,1.755,28.731
818,0.2,1.755,24.735
819,0.2,1.755,32.122
820,0.2,1.755,21.256
821,0.2,1.755,36.872
822,0.2,1.755,18.298
823,0.2,1.755,27.554
824,0.2,1.755,26.43
825,0.2,1.755,28.397
826,0.2,1.755,25.183
827,0.2,1.755,31.052
828,0.2,1.755,22.18
829,0.2,1.755,37.311
830,0.2,1.755,18.089
831,0.2,1.755,26.869
832,0.2,1.755,27.585
833,0.2,1.755,26.381
834,0.2,1.755,28.494
835,0.2,1.755,25.05
836,0.2,1.755,31.365
837,0.2,1.755,21.896
838,0.2,1.755,37.387
839,0.2,1.755,18.053
840,0.2,1.755,26.755
841,0.2,1.755,27.791
842,0.2,1.755,26.061
843,0.2,1.755,29.131
844,0.2,1.755,24.228
845,0.2,1.755,33.376
846,0.2,1.755,20.32
847,0.2,1.755,34.594
848,0.2,1.755,19.53
849,0.2,1.756,28.145
850,0.2,1.756,25.538
851,0.2,1.756,30.231
852,0.2,1.756,22.989
853,0.2,1.756,36.186
854,0.2,1.756,18.645
855,0.2,1.756,28.705
856,0.2,1.756,24.769
857,0.2,1.756,32.014
858,0.2,1.756,21.347
859,0.2,1.756,36.914
860,0.2,1.756,18.281
861,0.2,1.756,27.477
862,0.2,1.756,26.552
863,0.2,1.756,28.16
864,0.2,1.756,25.517
865,0.2,1.756,30.276
866,0.2,1.756,22.942
867,0.2,1.756,36.273
868,0.2,1.756,18.6
869,0.2,1.756,28.552
870,0.2,1.756,24.972
871,0.2,1.756,31.526
872,0.2,1.756,21.759
873,0.2,1.756,37.266
874,0.2,1.756,18.114
875,0.2,1.756,26.928
876,0.2,1.756,27.476
877,0.2,1.756,26.553
878,0.2,1.756,28.157
879,0.2,1.756,25.521
880,0.2,1.756,30.268
881,0.2,1.757,28.018
882,0.2,1.757,25.721
883,0.2,1.757,29.819
884,0.2,1.757,23.433
885,0.2,1.757,35.204
886,0.2,1.757,19.181
887,0.2,1.757,30.553
888,0.2,1.757,22.665
889,0.2,1.757,36.652
890,0.2,1.757,18.413
891,0.2,1.757,27.893
892,0.2,1.757,25.907
893,0.2,1.757,29.427
894,0.2,1.757,23.877
895,0.2,1.757,34.165
896,0.2,1.757,19.805
897,0.2,1.757,32.758
898,0.2,1.757,20.772
899,0.2,1.757,35.719
900,0.2,1.757,18.895
901,0.2,1.757,29.546
902,0.2,1.757,23.74
903,0.2,1.757,34.493
904,0.2,1.757,19.601
905,0.2,1.757,32.042
906,0.2,1.757,21.329
907,0.2,1.757,36.799
908,0.2,1.757,18.341
909,0.2,1.757,27.65
910,0.2,1.757,26.276
911,0.2,1.757,28.682
912,0.2,1.757,24.801
913,0.2,1.758,30.343
914,0.2,1.758,22.88
915,0.2,1.758,36.243
916,0.2,1.758,18.624
917,0.2,1.758,28.576
918,0.2,1.758,24.942
919,0.2,1.758,31.551
920,0.2,1.758,21.745
921,0.2,1.758,37.082
922,0.2,1.758,18.209
923,0.2,1.758,27.192
924,0.2,1.758,27.014
925,0.2,1.758,27.317
926,0.2,1.758,26.807
927,0.2,1.758,27.681
928,0.2,1.758,26.227
929,0.2,1.758,28.769
930,0.2,1.758,24.688
931,0.2,1.758,32.156
932,0.2,1.758,21.241
933,0.2,1.758,36.584
934,0.2,1.758,18.451
935,0.2,1.758,27.993
936,0.2,1.758,25.758
937,0.2,1.758,29.727
938,0.2,1.758,23.537
939,0.2,1.758,34.916
940,0.2,1.758,19.352
941,0.2,1.758,31.116
942,0.2,1.758,22.132
943,0.2,1.758,37.077
944,0.2,1.758,18.211
945,0.2,1.759,27.951
946,0.2,1.759,25.819
947,0.2,1.759,29.586
948,0.2,1.759,23.699
949,0.2,1.759,34.495
950,0.2,1.759,19.608
951,0.2,1.759,31.969
952,0.2,1.759,21.397
953,0.2,1.759,36.71
954,0.2,1.759,18.393
955,0.2,1.759,27.771
956,0.2,1.759,26.088
957,0.2,1.759,29.037
958,0.2,1.759,24.351
959,0.2,1.759,32.938
960,0.2,1.759,20.648
961,0.2,1.759,35.249
962,0.2,1.759,19.164
963,0.2,1.759,30.413
964,0.2,1.759,22.812
965,0.2,1.759,36.287
966,0.2,1.759,18.605
967,0.2,1.759,28.485
968,0.2,1.759,25.066
969,0.2,1.759,31.244
970,0.2,1.759,22.019
971,0.2,1.759,37.027
972,0.2,1.759,18.239
973,0.2,1.759,27.268
974,0.2,1.759,26.885
975,0.2,1.759,27.537
976,0.2,1.759,26.451
977,0.2,1.76,30.932
978,0.2,1.76,22.31
979,0.2,1.76,36.807
980,0.2,1.76,18.35
981,0.2,1.76,27.603
982,0.2,1.76,26.345
983,0.2,1.76,28.524
984,0.2,1.76,25.014
985,0.2,1.76,31.342
986,0.2,1.76,21.936
987,0.2,1.76,36.949
988,0.2,1.76,18.281
989,0.2,1.76,27.378
990,0.2,1.76,26.702
991,0.2,1.76,27.859
992,0.2,1.76,25.954
993,0.2,1.76,29.297
994,0.2,1.76,24.038
995,0.2,1.76,33.654
996,0.2,1.76,20.151
997,0.2,1.76,33.732
998,0.2,1.76,20.099
